2746,3221,635,1005,1545
536,635,525,2915,653
2689,3596,3852,1328,1785
1011,1712,600,1005,1545
1545,1857,1562,303,536
1545,1857,1005,1562,303
1857,1562,1005,303,600
303,1562,1712,600,1011
3596,3823,2221,617,2746
2221,480,3823,4,801
1545,1857,1288,2104,2746
1545,3517,1857,2823,2837
3596,3560,902,2689,629
2746,1398,617,635,2971
902,484,573,806,2308
3596,1328,1712,3205,1011
1545,1857,536,2837,1005
3596,2221,1078,801,4
3685,3221,1857,600,2746
536,1545,1857,484,2746
1545,1857,2746,1288,2305
3596,2221,2689,3823,1836
1545,1857,536,1562,1005
1712,1328,1011,2350,3596
3596,480,1712,1328,3205
1857,1005,1288,2746,1562
3596,3685,480,2262,3221
484,902,573,2308,1545
2746,1398,2305,1005,635
484,902,1857,1171,1545
600,1011,1562,2350,303
1005,1545,1857,1712,1288
3596,3823,2221,480,1328
3596,2689,1328,480,2221
3685,617,3348,1303,3823
635,2746,2863,2262,3596
1545,2746,1857,3560,3140
2746,1545,1005,1857,2104
573,484,902,806,3560
617,3823,43,580,3706
3596,2746,1398,3823,2262
3596,617,3685,2262,3190
1712,3685,1328,600,2350
484,573,902,2308,806
1545,1857,1288,1005,1712
1005,1857,1545,2746,3547
1562,600,303,3596,3221
3596,1328,480,3205,1415
629,484,192,2308,1694
1513,2746,617,3823,1398
3596,1562,536,600,303
1562,1712,1005,1545,1857
3596,2221,480,1490,2689
484,1545,1288,1857,902
484,573,536,902,1857
3596,897,1562,2221,1078
1545,1562,1011,303,600
1545,1857,1712,1011,1562
3596,3190,2262,1005,2221
2221,480,3823,4,801
1857,1005,2837,1562,2746
1545,484,1857,1288,1171
2746,1398,1005,2305,1582
1562,600,1712,1011,3221
3596,1328,2689,3205,480
3596,617,3823,2221,3685
3596,2689,2221,1785,3852
536,1545,1857,1005,2746
1712,1328,1011,1562,2689
3596,2221,801,1490,1078
600,303,1562,1712,2350
1562,303,600,1005,1545
3221,3685,600,55,617
3596,2221,1836,480,801
1562,2126,600,3221,303
3596,2262,617,3823,3685
3596,1415,3205,2689,2221
600,1562,2350,303,1712
1545,1857,1005,1562,2837
3685,617,3221,521,1501
1857,1011,1005,1288,1562
1545,1857,1288,1005,484
2746,3596,2262,1398,635
1562,600,303,2126,3221
484,902,573,629,2308
1415,1328,1712,3596,2689
2689,3596,484,1415,2305
635,2746,1857,1716,2305
1328,3596,1415,3205,2689
3596,2262,3823,617,1398
2746,1005,1857,1545,2305
536,1005,1545,2746,3221
303,600,1562,3221,2126
2746,2262,1398,635,2863
3596,1147,2746,3140,3560
2262,617,3823,2061,3190
3685,1724,43,3348,617
3596,2221,480,617,1836
484,573,1545,902,697
1857,1005,1712,1562,600
2221,3823,480,1836,1328
3596,2221,2689,1490,1785
3596,617,2221,3685,3823
1011,1562,2350,600,303
1545,1857,303,1288,2837
1562,1712,1857,1545,1011
1712,1011,2350,600,1562
1857,1005,1288,1712,1562
3596,3823,480,1836,1078
3596,2221,2746,1398,3140
3596,617,2221,3823,2262
1857,1005,1562,2837,303
3596,1545,1857,2746,2689
1545,1857,1005,1288,1562
3596,2221,480,3823,635
1562,1545,1857,1005,600
1857,1005,1562,1288,303
600,1562,1005,1712,1545
3596,480,3823,4,2061
1415,3205,1712,3596,2689
3596,2221,1490,1836,1078
1857,1005,2746,1288,1398
3596,2221,1078,635,1490
536,1545,1247,1857,2915
1545,536,1857,2837,1005
3596,2689,2221,1328,3823
3596,480,348,3221,600
573,484,902,806,3560
573,484,902,806,1369
3596,2221,1836,1078,408
3685,3823,617,1513,1398
902,3560,2104,629,3823
1857,1545,1005,2837,3221
1545,1005,1562,600,2837
2689,484,1857,2308,2305
3205,1712,2689,3823,480
3596,480,3823,1836,1328
1545,1005,1857,1288,2746
1712,1328,1011,3596,480
3596,2746,1398,2262,617
3596,2221,2689,1836,3852
3596,600,3221,1562,303
3596,480,2221,1328,2689
484,1230,1857,1171,1545
1562,1005,600,3221,1545
3596,2689,3852,1785,2221
600,1005,1288,1857,1545
1545,1857,1712,1005,1011
3596,2221,1078,635,1836
