1545,1005,2746,1857,3221
635,1562,2915,536,653
3596,2689,1328,1785,3205
1011,1712,600,303,1005
1857,1545,1562,303,536
1545,1562,303,3221,1005
1857,303,3661,1005,1562
348,3596,373,3499,318
3596,2746,617,1545,3823
2221,1005,635,868,1716
2746,1857,1545,3596,902
1545,1857,2746,1247,2823
1857,3596,1288,2305,1694
2746,2231,2971,635,1147
3596,2308,1288,2689,484
3596,2221,3823,3661,635
1545,1562,1857,303,1005
3596,2221,480,4,897
3596,600,1288,484,1011
1545,2958,3596,1005,1857
1857,1545,3596,600,2746
3596,600,1011,2231,1562
1857,1562,1545,1005,303
3596,480,2221,1488,4
3596,2689,600,617,480
1857,3661,1005,1288,3596
3596,348,3685,480,600
1857,1545,902,1288,1712
2746,1398,2231,635,3596
1857,1005,1545,1288,2305
600,3221,1011,1562,2350
3596,1562,600,3221,868
3596,1328,2689,1005,480
2689,3596,1328,3205,3852
3685,617,3596,3706,3823
3596,2746,617,3221,3685
2746,1545,1857,1005,1398
3596,3823,2746,617,1005
573,902,3852,218,1857
3596,617,3348,3823,43
3596,600,1011,1562,2746
3596,2221,480,635,3190
3596,600,1562,1712,3221
3596,3852,573,218,484
3596,431,635,3823,480
1545,1005,1857,3547,2746
3596,480,2221,303,1562
3596,1011,3205,1415,600
3596,1857,2689,1328,1415
3596,3560,3823,2746,902
1562,3596,2689,600,303
1562,3221,1712,3661,2350
3596,3205,2689,1712,1562
1545,484,1857,3596,1328
1545,3596,1857,484,1171
3596,480,2221,600,3661
1545,303,1011,2837,1562
3596,600,1857,348,318
3596,2221,4,480,635
1011,1562,2221,600,2231
1857,1005,2746,2837,303
1857,1288,1545,1005,1712
1005,1857,1545,1582,2305
1562,600,3221,1005,1545
3596,480,2221,1490,897
3596,3823,2221,480,617
635,536,525,1545,3596
3596,536,2915,600,525
1562,303,1328,2689,3852
3596,2221,897,480,348
3221,600,303,3661,2125
1562,600,3596,868,1701
617,600,3221,3596,3685
3596,2221,480,3205,2689
303,3221,1562,2126,600
4,801,3596,897,480
3596,2221,617,1328,3205
600,3596,303,828,2851
1545,1857,1005,1562,2837
3596,3221,617,2262,3685
1857,1288,1005,1011,303
1005,1857,1545,600,3221
1545,1857,1288,600,635
303,3661,55,1562,600
1005,1857,1545,1288,1398
1328,484,1415,1712,2689
3596,3823,902,1545,600
2746,2305,635,1857,2231
3596,1415,3205,1328,484
3596,2746,617,635,1398
1545,3661,1857,1005,2305
1857,1545,2305,3661,3596
600,3661,303,2126,1562
3808,3596,2262,1545,3540
3560,3140,1545,3596,617
3596,3685,617,635,1005
3596,617,3685,1712,1328
3596,480,1097,4,2221
1545,1857,484,1288,2308
1857,1005,1712,484,1562
2221,4,600,801,480
3596,3852,2689,1562,303
4,3596,431,480,897
1545,484,1857,1288,1011
1857,303,1545,1712,600
1562,3852,2126,1545,1857
1712,1011,1328,3596,3205
1857,1712,1005,1288,3661
3596,3823,1836,3190,480
600,3596,3221,1545,1562
3596,600,348,318,2231
1857,3661,1005,1288,600
1545,1857,1005,3596,2746
1857,1545,1562,1288,847
1857,3596,1398,3626,1328
1857,1545,1005,1562,2837
1857,3661,1005,1288,1562
600,1005,1545,1857,1288
3596,801,480,897,4
3596,3205,2689,1415,3852
3596,2221,480,897,1490
1857,1288,2746,3596,536
3596,4,635,801,480
536,635,653,2366,157
1545,1857,1005,1562,303
3596,2689,3823,1328,3205
3596,4,2221,480,801
573,218,3402,3852,3517
573,1545,484,3596,3852
3596,600,2689,1562,1011
1857,1005,1415,2746,3205
902,3596,2104,1857,1545
1857,1005,1545,600,1562
1545,1005,1562,2837,1288
3596,1562,1011,600,2689
3205,1712,2689,3852,1785
3596,480,1785,3823,3852
1545,1288,1857,1005,600
3596,3499,600,348,1011
3596,480,2221,3823,4
3596,2192,2689,1328,1910
